Touched Date,Utm Medium,Utm Source,Utm Campaign,# Demo Occurred,# Sales Qualified Opportunity,# Closed Won Opportunity
2023-10-25,sponsored-newsletter,paved,nam-t1_engage_download_paved_sponnewsletter_topic-nativenewsads-paved__all,0,0,0
2023-10-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,12,7.6,0
2023-10-25,email,hs_automation,EMEA_No Demo booked Follow up Email 1,4.2,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-__all,2.5,0,0
2023-10-25,referral,remotepad.com,,2.6,0,0
2023-10-25,newsletter,newsletter.backedfounders.com,,0,0,0
2023-10-25,paid-social,linkedin,emea-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-10-25,paid-social,facebook,latam-t2_acq_prosp_fb_image_all-int-es__all,0,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_contractors--_ghic_all,3.4,3.3,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freepayroll-pmp-tightbudgets__all,5.2,6.6,0
2023-10-25,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,4.2,2.9,2.1
2023-10-25,paid-search,google,latam-t1-mx_acq_searchnonbranded_google_search_competitors-es-__all,3.2,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_eor--_gheor_all,3.2,2.6,2.5
2023-10-25,paid-social,facebook,emea-t2_consider_calculate_fb_image_all-reengage-__all,0,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,0,0,0
2023-10-25,paid-search,google,emea-t1a-gb_acq_searchbrand_google_search_broad--__all,5.3,3,0
2023-10-25,paid-search,google,apac-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,2.8,0,0
2023-10-25,paid-search,bing,africa-t1_acq_searchbrand_bing_search_broad--__all,0,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-25,deel-hosted-event,deel-hosted-event,,0,0.8,0
2023-10-25,partner,partner,apac-t1-sg_engage_event_partner_eventinv_americanchamber-singapore-03/10/2023_all_all,0,0,0
2023-10-25,paid-search,google,latam-t1-br_acq_searchbrand_google_search_all-pt-__all,2.8,2.9,0
2023-10-25,pdf,gated_assets,ww_consider_download_gated_guide_--everythingeoraguidetoemployerofrecord_gheor_all,2.4,0,0
2023-10-25,display,google,latam-t1-br_consider_download_google_dis_generalreengage-pt-discovery__all,0,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_meetingmgmt-pmp-remoteteams_hr_all,0,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_general--_all_all,0.8,1.2,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_employeemgmt-pmp-__all,0,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_leavemgmtpto-pmp-_hr_all,0,0,0
2023-10-25,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_general--_all_all,3.3,0,0
2023-10-25,paid-search,google,africa-t1_acq_searchnonbranded_google_search_hris--_hr_all,2.8,0,0
2023-10-25,paid-search,google,apac-t2_acq_searchnonbranded_google_search_compliance--_lc_all,1,0,0
2023-10-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_tshowsponsorship_tshowspon_ukgsko-orlando-101623_all_all,1.8,0,0
2023-10-25,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_payroll--_gp_all,0,0,0
2023-10-25,display,google,latam-t1-mx_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-25,paid-search,hs_automation,EMEA_No Demo booked Follow up Email 1,1.1,0,0
2023-10-25,paid-search,google,africa-t1_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-10-25,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-25,paid-search,google,emea-t1b_acq_searchbrand_google_search_broad--__all,2.9,2.6,0
2023-10-25,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-10-25,email,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,0,0,0
2023-10-25,paid-search,google,emea-t3_acq_searchnonbranded_google_search_general--_all_all,1.7,0,0
2023-10-25,self-signup,self-signup,ww_acq_prosp_selfsign__defaultcamp--__all,1.5,0,0
2023-10-25,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-10-25,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-25,paid-search,google,apac-t1_acq_searchbrand_google_search_broad--__all,3.1,0,0
2023-10-25,paid-lead-buy,selecthub,ww_acq_prosp_selecthub_leadbuy_all--oct23__all,0,0,0
2023-10-25,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,2.9,0,0
2023-10-25,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-25,paid-social,facebook,ww_fb_download_a/b-test,6.6,2,0
2023-10-25,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,2.3,1.8,0
2023-10-25,email,hs_email,latam-t2_consider_nurture_hsemail__--esprospectnewsletterjuly_gp_all,0,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,3.1,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-25,paid-social,facebook,latam-t1-mx_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-25,hosted-deel-event,hosted-deel-event,apac-t1-sg_engage_event_hostedevent_postevent_hr-singapore-07092023_all_all,0,0,0
2023-10-25,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-gpq4c__all,0,0,0
2023-10-25,paid-social,linkedin,emea-t1b_consider_download_li_image_hr-reengage-lgf__all,0,0,0
2023-10-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_tshowsponsorship_tshowspon_globalworkforcesymposium-boston-10172023_all_all,1.3,0,0
2023-10-25,paid-social,facebook,latam-t2_acq_rtg_fb_dynamic_general-rtgall-es__all,0,0,0
2023-10-25,sponsored-newsletter,techround,ww_engage_download_techround_sponnewsletter_gen-intlhiringguide-oct23_gh_all,0,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrms-pmp-hrmgmt_hr_all,0,0,0
2023-10-25,paid-search,google,emea-t1a_acq_searchbrand_google_search_all-fr-__all,1.6,3.3,2
2023-10-25,organic-social,linkedin,ww_aware_traffic_li_announce_ww-social-14sept2023_ghpeo_all,0,0,0
2023-10-25,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,1,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,2.7,1.9,0
2023-10-25,paid-search,google,emea-t1b-pt_acq_searchbrand_google_search_all-pt-__all,2.5,3,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,11.6,3,0
2023-10-25,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,4.1,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_onboarding-pmp-_hr_all,2.8,2.4,0
2023-10-25,paid-search,google,apac-t2_acq_searchnonbranded_google_search_payroll--_gp_all,9.3,2.9,0
2023-10-25,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-gpq4b__all,0,0,0
2023-10-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_hostedevent_postevent_brunchwithbrex-newyorkcity-101923_all_all,1.3,2.1,4.9
2023-10-25,paid-search,google,africa-t1_acq_searchnonbranded_google_search_payroll--_gp_all,2.5,0,0
2023-10-25,email,hs_email,latam-t2_consider_download_fb_image_General-Reengage-ES__all,0,0,0
2023-10-25,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,30.5,19.2,0
2023-10-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_tshowsponsorship_tshowspon_techcrunchdisrupt-sanfransisco-09192023_all_all,0,0,0
2023-10-25,organic-social,linkedin,ww_aware_traffic_li_comprofile_-profilebutton-__all,2.8,0,0
2023-10-25,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,7.8,2.2,0
2023-10-25,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,2.2,0,0
2023-10-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,8.2,6,2.1
2023-10-25,referral,deel.com,,0,0,0
2023-10-24,tradeshow-sponsorship,tradeshow-sponsorship,emea-t2-at_aware_event_tshowsponsorship_tshowspon_hrinsidesummit-vienna-11102023_all_all,3.1,0,0
2023-10-24,paid-social,facebook,latam-t1-br_consider_download_fb_image_general-reengage-pt__all,0,0,0
2023-10-24,display,google,latam-t1-mx_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,1.3,1.6,0
2023-10-24,paid-search,google,emea-t1a-gb_acq_searchbrand_google_search_broad--__all,6.2,8.4,0
2023-10-24,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,1.9,3.2,0
2023-10-24,paid-social,linkedin,emea-t2_acq_rtg_li_dynamic_general-rtgall-__smbmm,1.7,1.3,0
2023-10-24,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,6.5,4.5,0
2023-10-24,tradeshow-sponsorship,tradeshow-sponsorship,emea-t2-cz_aware_event_tshowsponsorship_tshowspon_innovationweek-prague-10102023_all_all,0,2.6,0
2023-10-24,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-10-24,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,2.3,0,0
2023-10-24,paid-search,google,emea-t3_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-24,paid-search,google,emea-t3_acq_searchnonbranded_google_search_general--_all_all,0.7,0,0
2023-10-24,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_tshowsponsorship_tshowspon_techcrunchdisrupt-sanfransisco-09192023_all_all,1.3,1,0.9
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,3.3,0,0
2023-10-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,3,0,0
2023-10-24,Event,Event,,1.9,3.1,0
2023-10-24,email,hs_automation,EMEA_No Demo booked Follow up Email 1,1.6,0,0
2023-10-24,paid-search,google,africa-t1_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-24,paid-search,google,emea-t2_acq_searchnonbranded_google_search_hris--_hr_all,0.9,0,0
2023-10-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_globalhr-pmp-serviceproviders_all_all,3,2.5,0
2023-10-24,paid-search,google,emea-t1b_acq_searchbrand_google_search_broad--__all,2,6.3,0
2023-10-24,paid-search,google,latam-t1-mx_acq_searchnonbranded_google_search_payroll-es-_gp_all,0,0,0
2023-10-24,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_benefitsadmin-capterra-__all,1.3,0,0
2023-10-24,tradeshow-sponsorship,tradeshow-sponsorship,emea-t1a-fr_aware_event_tshowsponsorship_tshowspon_unleash-paris-17102023_all_all,20.4,20,0
2023-10-24,paid-search,google,apac-t1_acq_searchbrand_google_search_broad--__all,2.6,3.1,0
2023-10-24,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,32.1,22.6,5.3
2023-10-24,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_payroll-capterra-_gp_all,0,0,0
2023-10-24,paid-search,google,latam-t1-br_acq_searchbrand_google_search_all-pt-__all,0,0,0
2023-10-24,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_competitors--__all,2.3,0,0
2023-10-24,paid-search,bing,emea-t2_acq_searchbrand_bing_search_broad--__all,0,0,0
2023-10-24,display,google,latam-t1-br_consider_download_google_dis_generalreengage-pt-discovery__all,0,0,0
2023-10-24,paid-search,google,emea-t1a-nl_acq_searchbrand_google_search_all-nl-__all,0,0,0
2023-10-24,cpm,linkedin,,0,0,0
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_hris--_hr_all,1.5,0,0
2023-10-24,paid-search,google,emea-t3_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-10-24,referral,deel.com,18637706619,0,0,0
2023-10-24,webinar,webinar,emea-t1a-ie_consider_webinar_webinar_wbr_all--doingbusinus_gh_all,8.5,0,0
2023-10-24,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-gpq4c__all,0,0,0
2023-10-24,sponsored-newsletter,paved,nam-t1_engage_download_paved_sponnewsletter_FNC-nativenewsads-paved__all,0,0,0
2023-10-24,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_compliance--_lc_all,2.1,0,0
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,4.2,3,0
2023-10-24,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_eor--_gheor_all,7.6,8.4,0
2023-10-24,self-signup,self-signup,ww_acq_prosp_selfsign__defaultcamp--__all,0,0,0
2023-10-24,sponsored-newsletter,remoteworkingtrends,ww_engage_download_remoteworkingtrends_sponnewsletter_gen-intlhiringguide-oct23_gh_all,0,0,0
2023-10-24,paid-social,facebook,latam-t1-mx_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-24,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-10-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-__all,2.5,0,0
2023-10-24,paid-listicle,mvf-global,emea-t1a-gb_acq_prosp_mvf_paidlist_hrsoftware-listicle-mvf_all_all,1.7,2.1,0
2023-10-24,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-24,paid-search,google,emea-t1b-pt_acq_searchbrand_google_search_all-pt-__all,3.2,2.6,0
2023-10-24,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_hris--_hr_all,3.3,0,0
2023-10-24,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_payroll--_gp_all,1.9,0,0
2023-10-24,paid-search,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,0.9,0,0
2023-10-24,paid-social,linkedin,emea-t1b_consider_download_li_image_hr-reengage-lgf__all,0,0,0
2023-10-24,referral,deel.com,,2.1,2.9,0
2023-10-24,display,google,latam-t1-br_acq_rtg_google_dis_generalrtgall-pt-__all,0,0,0
2023-10-24,tradeshow-sponsorship,tradeshow-sponsorship,latam-t2-co_consider_event_tshowsponsorship__phylomedellin-colombia-19102023_all_all,0,0,0
2023-10-24,paid-social,affiliates,EMEA-T2_Acq_Rtg_Li_Dynamic_General-RTGall-__smbmm,1.6,1.5,0
2023-10-24,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,3.4,0,0
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-10-24,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-24,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-10-24,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,3.1,6.6,0
2023-10-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,3.5,2.2,0
2023-10-24,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-10-24,paid-search,google,africa-t1_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-24,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,3.2,0,0
2023-10-24,in-app,in-app,ww_acq_prosp_inapp__defaultcamp--__all,0,0,0
2023-10-24,display,google,nam-t1_consider_download_google_dis_general-reengage-discovery__all,0,0,0
2023-10-24,paid-social,linkedin,ww_acq_prosp_li_image_pp-abm-lgf__all,0,0,0
2023-10-24,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,4.7,2.5,0
2023-10-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,9.6,2.8,0
2023-10-24,organic-social,linkedin,ww_aware_traffic_li_comprofile_-profilebutton-__all,0.9,0,0
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,4.2,2.8,0
2023-10-24,paid-search,google,emea-t1a_acq_searchbrand_google_search_all-fr-__all,0,0,0
2023-10-24,sponsored-newsletter,hrdive,ww_engage_download_hrdive_sponnewsletter_lc-intlhiringguide-oct23_gh_all,0,0,0
2023-10-24,paid-search,google,apac-t2_acq_searchnonbranded_google_search_eor--_gheor_all,2,0,0
2023-10-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,2.3,3.3,0
2023-10-24,tradeshow-sponsorship,tradeshow-sponsorship,emea-t1a-be_aware_event_tshowsponsorship_tshowspon_hrtech-antwerp-04102023_all_all,0,0,0
2023-10-24,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,2.1,0,0
2023-10-24,paid-search,google,africa-t1_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-10-24,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,0,0,0
2023-10-24,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_hr-capterra-__all,0.9,0,0
2023-10-24,paid-listicle,recruiterslineup,ww_acq_prosp_reclineup_paidlist_all-best10eor-list_gheor_all,2,2.8,0
2023-10-24,email,hs_automation,ww_consider_download_gated_guide_--everythingeoraguidetoemployerofrecord_gheor_all,0,2.5,0
2023-10-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrms-pmp-hrmgmt_hr_all,1.7,0,0
2023-10-24,paid-social,facebook,ww_fb_download_a/b-test,0,0,0
2023-10-24,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_globalpayroll--_gp_all,2,0,0
2023-10-24,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,3.7,6.2,3
2023-10-24,social,linkedin,,0,0,0
2023-10-23,paid-social,facebook,LATAM-T1-Brazil_FB_Consideration-Download_GKT,0,0,0
2023-10-23,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,12.8,3,0
2023-10-23,paid-social,facebook,latam-t1-br_consider_download_fb_image_general-reengage-pt__all,0,0,0
2023-10-23,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_competitors--__all,2.8,0,0
2023-10-23,organic-social,linkedin,emea-t1a-nl_consider_prosp_li_postevent_all-snr-_gp_all,0,0,0
2023-10-23,paid-social,linkedin,nam-t1_acq_rtg_li_conversation_general-rtgall-__smbmm,1.6,0,0
2023-10-23,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,2.1,2.7,2.4
2023-10-23,pdf,gated_assets,latam-t1-br_consider_download_gated__--_all_all,0,0,0
2023-10-23,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_competitors--__all,0,0,0
2023-10-23,paid-search,google,latam-t2_acq_searchnonbranded_google_search_payroll-es-_gp_all,1.8,0,0
2023-10-23,paid-social,linkedin,nam-t1_acq_prosp_li_image_core-ttl-lgf__smbmm,0,0,0
2023-10-23,email,hs_automation,GLOBAL_No Demo booked Follow up Email 1,2.9,3.3,0
2023-10-23,paid-search,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_eor--_gheor_all,0.6,0.8,0
2023-10-23,paid-search,brex,13050926128,3.2,3.4,0
2023-10-23,paid-search,google,apac-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-10-23,display,google,emea-t1b_consider_download_google_dis_general-reengage-discovery__all,0,0,0
2023-10-23,paid-search,stripeatlas,13051662635,1.1,0.9,0
2023-10-23,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-10-23,paid-search,google,apac-t2_acq_searchnonbranded_google_search_compliance--_lc_all,1.5,0,0
2023-10-23,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_payroll--_gp_all,0,0,0
2023-10-23,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,3.1,0,0
2023-10-23,paid-social,linkedin,emea-t1b_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-10-23,paid-social,linkedin,nam-t1_consider_download_li_image_hr-reengage-lgf__all,0,0,0
2023-10-23,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,1.7,3.3,0
2023-10-23,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,2.8,0,0
2023-10-23,paid-social,linkedin,latam-t2_aware_traffic_li_image_core-all-__mment,0,0,0
2023-10-23,referral,deel.com,,1.2,0,0
2023-10-23,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,2.9,0,0
2023-10-23,paid-search,google,emea-t2_acq_searchnonbranded_google_search_mobility--_gmobil_all,2.5,0,0
2023-10-23,referral,deel.com,17593108510,3,2.8,0
2023-10-23,email,hs_automation,Newsletter Confirmation_Thank You Email,0,0,0
